# w1 w2 "Data Height"
 106.63 4.852 340472.04
 17.12 4.852 278205.88
 75.05 4.852 159814.83
 113.63 4.852 143157.38
 50.86 4.852 125197.28
 60.28 4.852 117932.82
 96.31 4.852 110654.65
 60.92 4.852 103494.88
 7.7 4.852 50938.49
 78.23 4.852 50565
 85.24 4.852 40101.71
 139.48 4.855 1284808.03
 138.71 4.855 362615.4
 23.99 4.855 325606.44
 107.64 4.855 297239.49
 25.65 4.855 277694.2
 21.83 4.855 201008.64
 112.36 4.855 166713.1
 56.84 4.855 144933.02
 127.25 4.855 143992.35
 136.42 4.855 139660.19
 42.07 4.855 138949.22
 103.95 4.855 128078.13
 104.72 4.855 75872.29
 6.68 4.855 73671.29
 73.01 4.855 39315.4
 22.59 4.858 463028.35
 25.27 4.858 399372.41
 53.66 4.858 378772.69
 23.36 4.858 350401.38
 19.54 4.858 323909.51
 110.96 4.858 274920.86
 67.28 4.858 273234.7
 95.55 4.858 187373.79
 16.61 4.858 144681.99
 101.53 4.858 130619.8
 130.44 4.858 129019.06
 68.3 4.858 126440.66
 47.55 4.858 88595.2
 123.69 4.858 80976.67
 102.42 4.858 53401.04
 87.4 4.862 513819.84
 108.66 4.862 497470.41
 105.48 4.862 465633.64
 92.75 4.862 446339.39
 125.09 4.862 367684.25
 58.12 4.862 307930.74
 86.76 4.862 219868
 129.8 4.862 216253.32
 94.02 4.862 207371.37
 90.33 4.862 191206.58
 45.77 4.862 149309.95
 29.34 4.862 141912.46
 77.09 4.862 131533.48
 46.28 4.862 115928.39
 74.16 4.862 106446.5
 4.51 4.862 98322.94
 91.86 4.862 51267.92
 65.25 4.862 40642.46
 131.33 4.865 446542.25
 75.43 4.865 366095.84
 60.41 4.865 343369.68
 106.88 4.865 340474.23
 128.91 4.865 329461.13
 44.75 4.865 310704.57
 89.69 4.865 302555.19
 9.99 4.865 261652.61
 126.74 4.865 205783.3
 71.87 4.865 194125.65
 63.46 4.865 150631.36
 3.75 4.865 146228.8
 5.91 4.865 103411.56
 2.48 4.865 100681.15
 59.26 4.865 82471
 30.49 4.868 904077.92
 26.67 4.868 550941.59
 129.29 4.868 461932.11
 20.68 4.868 367406.87
 128.14 4.868 330066.55
 42.58 4.868 324678.29
 7.7 4.868 318075.74
 31.63 4.868 269553.52
 90.71 4.868 267041.53
 77.47 4.868 245414.69
 61.17 4.868 187731.06
 84.35 4.868 173999.43
 98.99 4.868 170048
 88.42 4.868 162958.73
 96.44 4.868 144508.93
 82.44 4.868 122157.6
 101.79 4.868 116842.64
 14.19 4.868 114089.95
 5.41 4.868 58127.4
 139.73 4.871 3136840.93
 6.81 4.871 532718.95
 66.65 4.871 433901.09
 107.9 4.871 413040.56
 127.51 4.871 390754
 131.84 4.871 372785.06
 132.73 4.871 368415.88
 32.53 4.871 358564.04
 69.58 4.871 332671.36
 110.19 4.871 305457.5
 85.49 4.871 295798.13
 61.94 4.871 287492.76
 78.49 4.871 278478.38
 111.72 4.871 278102.97
 63.85 4.871 276692.11
 43.73 4.871 212399.65
 138.2 4.871 110774.33
 68.68 4.871 101070.96
 52.01 4.871 78027.27
 25.65 4.875 466184.86
 27.94 4.875 437774.99
 24.12 4.875 435037.05
 114.01 4.875 301951.75
 67.54 4.875 297100.03
 112.61 4.875 289071.72
 91.35 4.875 234224.95
 134.26 4.875 194459.63
 4.77 4.875 172349.42
 133.49 4.875 163111.83
 46.66 4.875 156705.82
 70.85 4.875 86895.07
 97.84 4.875 58445.98
 137.06 4.875 55159.54
 109.05 4.878 480852.72
 8.08 4.878 412863.55
 133.11 4.878 351506.6
 23.49 4.878 217931.71
 57.1 4.878 212208.82
 76.07 4.878 186823
 64.86 4.878 171784.61
 70.21 4.878 166711.35
 73.27 4.878 149017.16
 97.46 4.878 147845.51
 81.29 4.878 147265.81
 21.83 4.878 130216.76
 91.98 4.878 124930.85
 115.41 4.878 121683.06
 31.89 4.878 97698.65
 134.89 4.878 96692.91
 80.14 4.878 56190.01
 54.42 4.878 44534.69
 102.55 4.878 44255.32
 9.23 4.878 43338.54
 29.6 4.881 266825.5
 125.47 4.881 220740.02
 93.26 4.881 203960.62
 10.5 4.881 202956.67
 130.56 4.881 183273.69
 95.93 4.881 170372.99
 72.25 4.881 110673.65
 33.16 4.881 104569.35
 28.71 4.881 104436.09
 43.47 4.881 104051.58
 107.39 4.881 100852.24
 19.67 4.881 59322.9
 40.93 4.881 58622.22
 129.93 4.885 261674.06
 94.91 4.885 150631.98
 110.96 4.885 145135.23
 105.74 4.885 97085.35
 54.17 4.885 91316.71
 62.45 4.885 89412.23
 129.03 4.885 78443.74
 47.8 4.885 74192.08
 8.97 4.885 66241.18
 113.37 4.885 43200.51
 136.42 4.885 36610.39
 108.28 4.888 172660.99
 91.98 4.888 141769.11
 93 4.888 124013.46
 134.38 4.888 114961.36
 20.94 4.888 81768.61
 136.04 4.888 76379.96
 45.64 4.888 73028.09
 63.85 4.888 45952.63
 94.02 4.891 107345.52
 114.14 4.891 103081.58
 6.93 4.891 96788.78
 67.67 4.891 82641.2
 64.86 4.891 81797.07
 132.85 4.891 62218.74
 66.65 4.891 61274.39
 43.98 4.891 60723.93
 70.98 4.891 56708.22
 70.47 4.891 54476.91
 135.02 4.891 44192.49
 45.13 4.891 37153.4
 30.74 4.894 136131.86
 112.61 4.894 95179.83
 29.6 4.894 94521.68
 106.88 4.894 80874.02
 96.06 4.894 80129.73
 128.02 4.894 78210.66
 88.67 4.894 76171.81
 111.85 4.894 75073.72
 22.72 4.894 69569.99
 68.56 4.894 57078.19
 110.19 4.894 38359.92
 97.46 4.898 81563.96
 85.24 4.898 72394.28
 102.68 4.898 61653.19
 47.8 4.898 51534.17
 9.86 4.898 39757.68
 10.5 4.901 36740.91
 91.09 4.904 114968.22
 27.94 4.904 76560.38
 67.67 4.904 73261.2
 7.06 4.904 61092.37
 68.81 4.904 58887.46
 8.08 4.904 57534.4
 70.72 4.904 51107.75
 60.41 4.904 49605
 61.43 4.907 83185.4
 62.57 4.907 58610.54
 13.55 4.907 50849.69
 72.25 4.907 45615.11
 136.16 4.907 43261.12
 73.27 4.907 38703.8
 23.49 4.911 123082.75
 69.07 4.911 74050.99
 132.85 4.911 64126.56
 70.47 4.911 60333.96
 108.41 4.911 53901.95
 107.01 4.911 53882.11
 27.05 4.914 166625.01
 25.52 4.914 149555.51
 91.48 4.914 134244.21
 110.83 4.914 107614.36
 130.56 4.914 105218.7
 22.59 4.914 90384.38
 114.14 4.914 89401.34
 112.48 4.914 80188.36
 24.89 4.914 78859.63
 109.55 4.914 78466.43
 131.84 4.914 76163.63
 111.85 4.914 75541.83
 113.25 4.914 59010.53
 63.85 4.914 58745.5
 102.81 4.914 53857.3
 115.28 4.914 52319.28
 128.14 4.914 49329.17
 45.77 4.914 37868.71
 93.64 4.917 166915.22
 129.8 4.917 101365.98
 92.62 4.917 89259.4
 94.91 4.917 83405.4
 66.65 4.917 79273.45
 28.71 4.917 73732.49
 64.86 4.917 72466.77
 42.2 4.917 69009.65
 8.21 4.917 62611.65
 32.53 4.917 57827.71
 44.11 4.917 56729.89
 67.79 4.917 53278.93
 43.47 4.917 44484.88
 125.98 4.917 39753.61
 23.87 4.921 176714.28
 30.74 4.921 106528.63
 134.38 4.921 73989.32
 105.35 4.921 72183.46
 29.6 4.921 52237.36
 69.32 4.921 46484.01
 96.31 4.924 126536.98
 6.93 4.924 58380.45
 9.86 4.927 84065.2
 110.96 4.927 67920.48
 109.94 4.927 62962.14
 29.47 4.927 47841.95
 8.84 4.927 44748.9
 128.02 4.927 39110.72
 97.46 4.927 38016.16
 108.54 4.927 37077.09
 95.29 4.93 116645.81
 85.24 4.93 81722.91
 70.72 4.93 72063.35
 113.37 4.93 68127.7
 46.02 4.93 51849.38
 114.39 4.93 35933.31
 27.05 4.934 138023.92
 25.52 4.934 135355.17
 112.36 4.934 116638.04
 106.88 4.934 77579.34
 129.8 4.934 73005.37
 67.54 4.934 69202.89
 28.71 4.934 63730.17
 6.93 4.934 63078.54
 27.94 4.934 55209.35
 8.08 4.934 46401.76
 128.91 4.934 41574.31
 32.65 4.934 40606.12
 65.12 4.934 35623.13
 69.45 4.934 34887.08
 75.05 4.934 34600.88
 66.65 4.937 66607.85
 132.85 4.937 49428.93
 131.84 4.94 78139.18
 114.01 4.94 73798
 130.69 4.94 63513.89
 94.02 4.94 61989.67
 61.68 4.94 55373.56
 31.38 4.94 49087.82
 128.02 4.94 41892.55
 92.75 4.94 41103.72
 69.07 4.94 38568.28
 22.72 4.944 91945.31
 96.31 4.944 86045.76
 91.86 4.944 78079.74
 108.66 4.944 69853.79
 9.1 4.944 65983.76
 110.96 4.944 59934.85
 110.32 4.944 56982.26
 30.36 4.944 49884.98
 42.2 4.944 48391.49
 71.99 4.944 45273.21
 76.07 4.944 43847.95
 27.05 4.947 104313.96
 97.46 4.947 96815.58
 47.8 4.947 81609.91
 29.47 4.947 75337.96
 43.47 4.947 65039.94
 44.49 4.947 61564.24
 91.09 4.947 56066.57
 105.35 4.947 52047
 62.57 4.947 44528.57
 9.73 4.947 39106.85
 23.61 4.95 109192.58
 27.81 4.95 65520.05
 30.62 4.95 50842.99
 64.86 4.95 50032.44
 134.38 4.95 49858.23
 115.28 4.95 47686.56
 70.72 4.95 47640.82
 6.93 4.95 40704.02
 32.27 4.95 36288.29
 113.25 4.95 35107.99
 114.39 4.953 88759.52
 19.67 4.953 73082.22
 24.76 4.953 66297.17
 128.02 4.953 43857.87
 93.38 4.957 124237.13
 9.86 4.957 77044.33
 129.8 4.957 76743.49
 132.73 4.957 58973.1
 94.15 4.957 52888.72
 95.42 4.957 48178.26
 28.71 4.957 44715.65
 68.43 4.957 43092.57
 63.59 4.957 39852.38
 128.91 4.957 36384.28
 87.4 4.957 35384.94
 109.81 4.96 78488.34
 112.48 4.96 69234.29
 130.69 4.96 49057.85
 25.65 4.963 104435.8
 91.98 4.963 88524.89
 110.96 4.963 81045.24
 27.05 4.963 76651.73
 27.94 4.963 67484.39
 85.11 4.963 53025.79
 102.81 4.963 50210.31
 6.93 4.963 46677.81
 97.71 4.963 41171.99
 23.74 4.967 97040.53
 26.54 4.967 75992.02
 67.41 4.967 46826.77
 30.49 4.967 46060.27
 92.62 4.967 41679.38
 65.63 4.967 34824.34
 105.61 4.97 75864.97
 130.69 4.97 72514.01
 22.72 4.97 46795.91
 132.73 4.97 46453.04
 113.37 4.97 42646.74
 128.02 4.97 42209.67
 29.34 4.97 40418.08
 115.28 4.97 35612.77
 129.8 4.973 96255.32
 24.89 4.973 64572.13
 106.88 4.973 64034.87
 71.87 4.973 36175.29
 95.42 4.976 100959.28
 85.36 4.976 47515.45
 70.59 4.976 45731.06
 93.64 4.976 45062.74
 6.93 4.976 34517.52
 25.65 4.98 119959.55
 27.05 4.98 100265.19
 75.05 4.98 80220.06
 66.52 4.98 80076.65
 27.94 4.98 54676.61
 28.71 4.98 53319.86
 32.4 4.98 43711.63
 94.02 4.98 43571.12
 23.99 4.983 74625.71
 10.12 4.983 69078.87
 30.62 4.983 48353.54
 112.48 4.983 47056.9
 128.14 4.983 45120.25
 68.94 4.983 45002.97
 92.88 4.983 44484.18
 113.5 4.983 43640.63
 63.46 4.983 43383.64
 107.01 4.983 42444.66
 107.9 4.983 41471.39
 31.51 4.983 41464.04
 110.96 4.986 76131.17
 67.67 4.986 72615.32
 26.16 4.986 69992.84
 29.47 4.986 35229.6
 131.84 4.986 35226.13
 66.65 4.99 74598.87
 91.98 4.99 74377.11
 130.69 4.99 66884.22
 96.31 4.99 54886.71
 13.55 4.99 42459.33
 27.05 4.993 65034.6
 27.94 4.993 58063.26
 108.54 4.993 41588.34
 134.38 4.996 42392.02
 91.22 4.996 37465.98
 93.26 4.999 67914.03
 64.99 4.999 61741.24
 131.84 4.999 43582.93
 132.73 4.999 42485.79
 114.01 4.999 42419.2
 128.78 4.999 34907.33
 95.55 5.003 40726.23
 24.89 5.003 36930.41
 93.64 5.006 73303.15
 27.05 5.006 69793.89
 25.52 5.006 65041.07
 110.83 5.006 62724.37
 23.87 5.006 57194.32
 26.41 5.006 56104.38
 92.49 5.006 53568.66
 28.71 5.006 45629.93
 32.4 5.006 44592.3
 27.94 5.006 43675.02
 67.92 5.006 43041.13
 97.59 5.006 40564.55
 91.98 5.006 39160.54
 29.6 5.009 36466.95
 105.61 5.013 59921.18
 129.8 5.013 56238.39
 68.94 5.013 51124.42
 95.8 5.016 71641.94
 130.82 5.016 39727.67
 128.14 5.016 39412.56
 132.73 5.016 38244.43
 66.52 5.016 37904.78
 128.91 5.016 35504.67
 92.75 5.019 57413.33
 24.89 5.019 51813.66
 7.82 5.019 47681.9
 30.36 5.019 44911.97
 105.48 5.019 41964.63
 29.47 5.019 36542.28
 113.37 5.019 35243.25
 43.47 5.019 34623.49
 25.65 5.022 80395.89
 26.92 5.022 71607.98
 23.99 5.022 65213.53
 96.31 5.022 55782.32
 22.72 5.022 46895.33
 27.94 5.022 43506.71
 85.24 5.022 43011.71
 28.83 5.022 41560.8
 106.75 5.022 40719.73
 91.86 5.022 37699.37
 95.42 5.026 44974.83
 67.67 5.029 62779.85
 94.02 5.029 62003.67
 110.96 5.029 53588.4
 112.36 5.029 49107.11
 134.26 5.032 45810.01
 25.78 5.036 72192.53
 130.69 5.036 57227.01
 132.73 5.036 48278.97
 91.86 5.036 44243.47
 66.52 5.036 41604.33
 131.71 5.036 34904.28
 129.8 5.039 61236.28
 95.17 5.039 44117.59
 97.33 5.039 39329.32
 109.94 5.039 38646.62
 105.61 5.042 41929.25
 108.54 5.042 37658.41
 32.27 5.042 34937.05
 27.05 5.045 69618.04
 23.87 5.045 57472.76
 112.48 5.045 49182.05
 92.62 5.045 37589.22
 111.08 5.049 56926.99
 22.72 5.049 46007.41
 97.33 5.049 36826.8
 26.29 5.052 46624.06
 27.94 5.052 41454.73
 96.31 5.052 41361.91
 114.39 5.052 40283.85
 93.38 5.052 36272.01
 64.99 5.055 41567.11
 111.59 5.055 41434.05
 7.82 5.055 38885.75
 112.48 5.059 41954.29
 95.55 5.059 38887.38
 19.67 5.059 37090.23
 131.71 5.059 36705.33
 25.27 5.062 59614.06
 94.02 5.062 47424.61
 68.43 5.062 43223.78
 115.28 5.062 42685.19
 128.91 5.062 42252.04
 31.38 5.062 38212.06
 132.73 5.065 69646.44
 24.12 5.065 57259.22
 106.63 5.065 38191.44
 27.81 5.065 36859
 93.38 5.068 75470.64
 23.49 5.068 48211.21
 111.08 5.068 44654.52
 67.28 5.068 41100.45
 27.05 5.072 77794.3
 129.93 5.072 76777.04
 97.59 5.072 69911.04
 91.6 5.072 51606.37
 110.19 5.075 43921.23
 113.37 5.075 37422.16
 25.52 5.078 74480.31
 129.8 5.078 57613.65
 91.86 5.078 54549.7
 95.17 5.078 46917.32
 70.72 5.078 40827.26
 128.02 5.078 37847.86
 112.48 5.078 35512.15
 66.52 5.081 55481.41
 7.7 5.081 43175.23
 130.56 5.081 40988.44
 134.26 5.081 39363.78
 95.42 5.085 70573.59
 9.99 5.085 44944.81
 31.51 5.088 41329.67
 24.12 5.091 53482.63
 110.96 5.091 52533.81
 94.15 5.091 41815.28
 27.05 5.095 48538.92
 23.49 5.095 36201.4
 91.86 5.095 36025.22
 130.05 5.098 40303.95
 112.48 5.098 39053.29
 25.52 5.101 56818.45
 26.16 5.101 37156.13
 93.38 5.104 65773.29
 97.59 5.108 43479.85
 113.37 5.111 38918.02
 26.29 5.114 44850
 112.1 5.114 39283.29
 85.24 5.114 37851.02
 27.05 5.118 55389.5
 23.99 5.118 40498.86
 24.89 5.118 37480.15
 25.65 5.121 59269.92
 110.83 5.124 34825.47
 112.36 5.127 41672.12
 91.86 5.131 42500.24
 24.89 5.131 38411.41
 131.71 5.134 47260.09
 95.42 5.134 42770.83
 129.93 5.137 48423.19
 95.8 5.137 46046.2
 93.38 5.137 39458.72
 27.05 5.141 51399.81
 113.37 5.144 40591.38
 93.64 5.144 39650.34
 25.27 5.147 47060.53
 24.12 5.15 47853.1
 94.02 5.15 40402.58
 23.49 5.15 36329
 95.42 5.157 39359.88
 110.96 5.157 35476.8
 63.59 5.157 34546.3
 130.05 5.16 35651.54
 25.52 5.167 64142.1
 66.52 5.167 43125.8
 112.36 5.167 40277.98
 96.31 5.17 47952.44
 26.16 5.17 44797.92
 91.86 5.17 41858.84
 23.87 5.173 49688.91
 10.24 5.177 37084.77
 26.92 5.18 57081.03
 26.29 5.18 42447.05
 134.26 5.18 39998.11
 25.52 5.19 49245.88
 110.96 5.193 37831.23
 96.95 5.196 107299.83
 23.61 5.2 38276.56
 27.05 5.2 36156.49
 110.32 5.203 42584.99
 112.48 5.203 38443.1
 26.29 5.203 35791.48
 23.87 5.206 45086.24
 27.94 5.206 37847.96
 25.52 5.21 49317.59
 91.86 5.21 38794.74
 130.69 5.21 38579.86
 128.27 5.21 34760.56
 69.32 5.216 34927.43
 67.67 5.219 38915.83
 93.38 5.219 37945.53
 70.59 5.223 43614.94
 97.46 5.223 41261.26
 95.17 5.226 102418.8
 26.29 5.229 48591.06
 27.05 5.229 44883.84
 112.36 5.229 37333.91
 91.98 5.233 37431.12
 23.99 5.236 39011.18
 25.14 5.236 37042.92
 25.9 5.242 46287.33
 94.91 5.249 6412591
 95.93 5.249 214096.92
 96.7 5.249 109246.08
 93.89 5.252 89221.75
 74.29 5.252 71478.51
 97.46 5.252 52419.07
 98.86 5.252 40514.3
 93.13 5.255 56775.02
 91.86 5.255 42955.08
 130.69 5.262 35840.77
 27.05 5.269 40854.19
 98.73 5.275 112480.6
 130.69 5.278 67979.39
 25.4 5.278 40550.47
 95.55 5.282 39803.32
 25.4 5.295 35054.96
 91.86 5.301 35189.67
 25.4 5.308 38668.29
 23.36 5.311 39063.18
 26.29 5.315 35510.46
 25.65 5.318 45400.62
 27.05 5.331 35935.09
 25.27 5.341 48950.63
 25.52 5.384 45391.52
 23.99 5.384 36400.57
 27.05 5.387 37093.27
 95.17 5.416 50099.47
 25.52 5.416 37390.53
 110.83 5.42 35627.29
 95.17 5.429 67123.02
 25.65 5.449 35247.2
 91.98 5.452 44007.7
 27.05 5.466 38337.07
 129.8 5.466 38133.54
 25.27 5.508 42913.92
 92.88 5.584 42574.48
 25.78 5.62 37978.35
 23.99 5.682 34706.76
 25.65 5.758 36459.99
 94.91 5.863 77920.64
 95.04 6.493 35912.31
 118.85 6.903 119334.59
 119.87 7.071 74833.85
 133.62 7.196 68491.15
 123.94 7.242 1390248.13
 124.96 7.242 84219.53
 128.14 7.334 54104.71
 132.22 7.337 66477.53
 131.96 7.435 47588.12
 114.9 7.55 58055.28
 138.33 8.043 322153.47
